   1.00000000       10.0000000       10.0000000       100.000000    
   2.00000000       9.00000000       18.0000000       81.0000000    
   3.00000000       8.00000000       24.0000000       64.0000000    
   4.00000000       7.00000000       28.0000000       49.0000000    
   5.00000000       6.00000000       30.0000000       36.0000000    
   6.00000000       5.00000000       30.0000000       25.0000000    
   7.00000000       4.00000000       28.0000000       16.0000000    
   8.00000000       3.00000000       24.0000000       9.00000000    
   9.00000000       2.00000000       18.0000000       4.00000000    
   10.0000000       1.00000000       10.0000000       1.00000000    
